Problem	Algo	QI	QI1	QI2
TP2_3	CellDE	PFS	GD	PFS
TP2_3	MOCell	GD	GD	PFS
TP2_3	NSGA-II	GD	GD	PFS
TP2_3	PAES	PFS	GD	PFS
TP2_3	SMPSO	PFS	GD	PFS
TP2_3	SPEA2	GD	GD	PFS
TP2_3	CellDE	C	GD	C
TP2_3	MOCell	GD	GD	C
TP2_3	NSGA-II	GD	GD	C
TP2_3	PAES	ND	GD	C
TP2_3	SMPSO	GD	GD	C
TP2_3	SPEA2	GD	GD	C
TP2_3	CellDE	GS	GS	ED
TP2_3	MOCell	ND	GS	ED
TP2_3	NSGA-II	ND	GS	ED
TP2_3	PAES	ND	GS	ED
TP2_3	SMPSO	GS	GS	ED
TP2_3	SPEA2	ED	GS	ED
TP2_3	CellDE	GS	GS	PFS
TP2_3	MOCell	GS	GS	PFS
TP2_3	NSGA-II	ND	GS	PFS
TP2_3	PAES	PFS	GS	PFS
TP2_3	SMPSO	PFS	GS	PFS
TP2_3	SPEA2	ND	GS	PFS
TP2_3	CellDE	ND	GS	C
TP2_3	MOCell	GS	GS	C
TP2_3	NSGA-II	GS	GS	C
TP2_3	PAES	ND	GS	C
TP2_3	SMPSO	GS	GS	C
TP2_3	SPEA2	GS	GS	C
TP2_3	CellDE	ND	ED	PFS
TP2_3	MOCell	ED	ED	PFS
TP2_3	NSGA-II	ND	ED	PFS
TP2_3	PAES	PFS	ED	PFS
TP2_3	SMPSO	PFS	ED	PFS
TP2_3	SPEA2	ED	ED	PFS
TP2_3	CellDE	C	ED	C
TP2_3	MOCell	ED	ED	C
TP2_3	NSGA-II	ED	ED	C
TP2_3	PAES	ND	ED	C
TP2_3	SMPSO	ED	ED	C
TP2_3	SPEA2	ED	ED	C
TP2_3	CellDE	C	PFS	C
TP2_3	MOCell	ND	PFS	C
TP2_3	NSGA-II	PFS	PFS	C
TP2_3	PAES	PFS	PFS	C
TP2_3	SMPSO	PFS	PFS	C
TP2_3	SPEA2	PFS	PFS	C
RM	MOCell	ND	HV	IGD
RM	NSGA-II	ND	HV	IGD
RM	PAES	ND	HV	IGD
RM	SMPSO	ND	HV	IGD
RM	SPEA2	ND	HV	IGD
RM	MOCell	ND	HV	EP
RM	NSGA-II	ND	HV	EP
RM	PAES	HV	HV	EP
RM	SMPSO	EP	HV	EP
RM	SPEA2	ND	HV	EP
RM	MOCell	HV	HV	GD
RM	NSGA-II	GD	HV	GD
RM	PAES	ND	HV	GD
RM	SMPSO	ND	HV	GD
RM	SPEA2	ND	HV	GD
RM	MOCell	ND	HV	GS
RM	NSGA-II	ND	HV	GS
RM	PAES	HV	HV	GS
RM	SMPSO	GS	HV	GS
RM	SPEA2	ND	HV	GS
RM	MOCell	HV	HV	ED
RM	NSGA-II	HV	HV	ED
RM	PAES	ND	HV	ED
RM	SMPSO	ND	HV	ED
RM	SPEA2	HV	HV	ED
RM	MOCell	HV	HV	PFS
RM	NSGA-II	ND	HV	PFS
RM	PAES	HV	HV	PFS
RM	SMPSO	ND	HV	PFS
RM	SPEA2	HV	HV	PFS
RM	MOCell	HV	HV	C
RM	NSGA-II	ND	HV	C
RM	PAES	ND	HV	C
RM	SMPSO	ND	HV	C
RM	SPEA2	ND	HV	C
RM	MOCell	ND	IGD	EP
RM	NSGA-II	ND	IGD	EP
RM	PAES	IGD	IGD	EP
RM	SMPSO	EP	IGD	EP
RM	SPEA2	ND	IGD	EP
RM	MOCell	IGD	IGD	GD
RM	NSGA-II	GD	IGD	GD
RM	PAES	ND	IGD	GD
RM	SMPSO	ND	IGD	GD
RM	SPEA2	ND	IGD	GD
RM	MOCell	ND	IGD	GS
RM	NSGA-II	ND	IGD	GS
RM	PAES	IGD	IGD	GS
RM	SMPSO	GS	IGD	GS
RM	SPEA2	ND	IGD	GS
RM	MOCell	IGD	IGD	ED
RM	NSGA-II	IGD	IGD	ED
RM	PAES	ND	IGD	ED
RM	SMPSO	ND	IGD	ED
RM	SPEA2	IGD	IGD	ED
RM	MOCell	IGD	IGD	PFS
RM	NSGA-II	ND	IGD	PFS
RM	PAES	IGD	IGD	PFS
RM	SMPSO	ND	IGD	PFS
RM	SPEA2	IGD	IGD	PFS
RM	MOCell	IGD	IGD	C
RM	NSGA-II	ND	IGD	C
RM	PAES	ND	IGD	C
RM	SMPSO	ND	IGD	C
RM	SPEA2	ND	IGD	C
RM	MOCell	EP	EP	GD
RM	NSGA-II	GD	EP	GD
RM	PAES	GD	EP	GD
RM	SMPSO	EP	EP	GD
RM	SPEA2	ND	EP	GD
RM	MOCell	ND	EP	GS
RM	NSGA-II	ND	EP	GS
RM	PAES	ND	EP	GS
RM	SMPSO	ND	EP	GS
RM	SPEA2	ND	EP	GS
RM	MOCell	EP	EP	ED
RM	NSGA-II	EP	EP	ED
RM	PAES	ED	EP	ED
RM	SMPSO	EP	EP	ED
RM	SPEA2	EP	EP	ED
RM	MOCell	EP	EP	PFS
RM	NSGA-II	ND	EP	PFS
RM	PAES	ND	EP	PFS
RM	SMPSO	EP	EP	PFS
RM	SPEA2	EP	EP	PFS
RM	MOCell	EP	EP	C
RM	NSGA-II	ND	EP	C
RM	PAES	C	EP	C
RM	SMPSO	EP	EP	C
RM	SPEA2	ND	EP	C
RM	MOCell	GS	GD	GS
RM	NSGA-II	GD	GD	GS
RM	PAES	GD	GD	GS
RM	SMPSO	GS	GD	GS
RM	SPEA2	ND	GD	GS
RM	MOCell	GD	GD	ED
RM	NSGA-II	GD	GD	ED
RM	PAES	ND	GD	ED
RM	SMPSO	ND	GD	ED
RM	SPEA2	GD	GD	ED
RM	MOCell	ND	GD	PFS
RM	NSGA-II	GD	GD	PFS
RM	PAES	GD	GD	PFS
RM	SMPSO	ND	GD	PFS
RM	SPEA2	GD	GD	PFS
RM	MOCell	ND	GD	C
RM	NSGA-II	GD	GD	C
RM	PAES	ND	GD	C
RM	SMPSO	ND	GD	C
RM	SPEA2	ND	GD	C
RM	MOCell	GS	GS	ED
RM	NSGA-II	GS	GS	ED
RM	PAES	ED	GS	ED
RM	SMPSO	GS	GS	ED
RM	SPEA2	GS	GS	ED
RM	MOCell	GS	GS	PFS
RM	NSGA-II	ND	GS	PFS
RM	PAES	ND	GS	PFS
RM	SMPSO	GS	GS	PFS
RM	SPEA2	GS	GS	PFS
RM	MOCell	GS	GS	C
RM	NSGA-II	ND	GS	C
RM	PAES	C	GS	C
RM	SMPSO	GS	GS	C
RM	SPEA2	ND	GS	C
RM	MOCell	PFS	ED	PFS
RM	NSGA-II	PFS	ED	PFS
RM	PAES	ED	ED	PFS
RM	SMPSO	ND	ED	PFS
RM	SPEA2	PFS	ED	PFS
RM	MOCell	C	ED	C
RM	NSGA-II	C	ED	C
RM	PAES	ND	ED	C
RM	SMPSO	ND	ED	C
RM	SPEA2	C	ED	C
RM	MOCell	ND	PFS	C
RM	NSGA-II	ND	PFS	C
RM	PAES	C	PFS	C
RM	SMPSO	ND	PFS	C
RM	SPEA2	C	PFS	C
ITO	CellDE	ND	HV	IGD
ITO	MOCell	ND	HV	IGD
ITO	NSGA-II	ND	HV	IGD
ITO	PAES	ND	HV	IGD
ITO	SMPSO	IGD	HV	IGD
ITO	SPEA2	ND	HV	IGD
ITO	CellDE	ND	HV	EP
ITO	MOCell	ND	HV	EP
ITO	NSGA-II	ND	HV	EP
ITO	PAES	ND	HV	EP
ITO	SMPSO	EP	HV	EP
ITO	SPEA2	ND	HV	EP
ITO	CellDE	ND	HV	GD
ITO	MOCell	ND	HV	GD
ITO	NSGA-II	ND	HV	GD
ITO	PAES	ND	HV	GD
ITO	SMPSO	ND	HV	GD
ITO	SPEA2	ND	HV	GD
ITO	CellDE	HV	HV	GS
ITO	MOCell	ND	HV	GS
ITO	NSGA-II	ND	HV	GS
ITO	PAES	ND	HV	GS
ITO	SMPSO	GS	HV	GS
ITO	SPEA2	ND	HV	GS
ITO	CellDE	ND	HV	ED
ITO	MOCell	ND	HV	ED
ITO	NSGA-II	ED	HV	ED
ITO	PAES	ND	HV	ED
ITO	SMPSO	ND	HV	ED
ITO	SPEA2	ND	HV	ED
ITO	CellDE	HV	HV	PFS
ITO	MOCell	HV	HV	PFS
ITO	NSGA-II	ND	HV	PFS
ITO	PAES	PFS	HV	PFS
ITO	SMPSO	HV	HV	PFS
ITO	SPEA2	ND	HV	PFS
ITO	CellDE	HV	HV	C
ITO	MOCell	HV	HV	C
ITO	NSGA-II	ND	HV	C
ITO	PAES	ND	HV	C
ITO	SMPSO	HV	HV	C
ITO	SPEA2	ND	HV	C
ITO	CellDE	ND	IGD	EP
ITO	MOCell	ND	IGD	EP
ITO	NSGA-II	ND	IGD	EP
ITO	PAES	ND	IGD	EP
ITO	SMPSO	ND	IGD	EP
ITO	SPEA2	ND	IGD	EP
ITO	CellDE	ND	IGD	GD
ITO	MOCell	ND	IGD	GD
ITO	NSGA-II	ND	IGD	GD
ITO	PAES	ND	IGD	GD
ITO	SMPSO	IGD	IGD	GD
ITO	SPEA2	ND	IGD	GD
ITO	CellDE	IGD	IGD	GS
ITO	MOCell	ND	IGD	GS
ITO	NSGA-II	ND	IGD	GS
ITO	PAES	ND	IGD	GS
ITO	SMPSO	ND	IGD	GS
ITO	SPEA2	ND	IGD	GS
ITO	CellDE	ND	IGD	ED
ITO	MOCell	ND	IGD	ED
ITO	NSGA-II	ED	IGD	ED
ITO	PAES	ND	IGD	ED
ITO	SMPSO	IGD	IGD	ED
ITO	SPEA2	ND	IGD	ED
ITO	CellDE	IGD	IGD	PFS
ITO	MOCell	IGD	IGD	PFS
ITO	NSGA-II	ND	IGD	PFS
ITO	PAES	PFS	IGD	PFS
ITO	SMPSO	IGD	IGD	PFS
ITO	SPEA2	ND	IGD	PFS
ITO	CellDE	IGD	IGD	C
ITO	MOCell	IGD	IGD	C
ITO	NSGA-II	ND	IGD	C
ITO	PAES	ND	IGD	C
ITO	SMPSO	IGD	IGD	C
ITO	SPEA2	ND	IGD	C
ITO	CellDE	ND	EP	GD
ITO	MOCell	ND	EP	GD
ITO	NSGA-II	ND	EP	GD
ITO	PAES	ND	EP	GD
ITO	SMPSO	EP	EP	GD
ITO	SPEA2	ND	EP	GD
ITO	CellDE	EP	EP	GS
ITO	MOCell	ND	EP	GS
ITO	NSGA-II	ND	EP	GS
ITO	PAES	ND	EP	GS
ITO	SMPSO	ND	EP	GS
ITO	SPEA2	ND	EP	GS
ITO	CellDE	ND	EP	ED
ITO	MOCell	ND	EP	ED
ITO	NSGA-II	ED	EP	ED
ITO	PAES	ND	EP	ED
ITO	SMPSO	EP	EP	ED
ITO	SPEA2	ND	EP	ED
ITO	CellDE	EP	EP	PFS
ITO	MOCell	EP	EP	PFS
ITO	NSGA-II	ND	EP	PFS
ITO	PAES	PFS	EP	PFS
ITO	SMPSO	EP	EP	PFS
ITO	SPEA2	ND	EP	PFS
ITO	CellDE	EP	EP	C
ITO	MOCell	EP	EP	C
ITO	NSGA-II	ND	EP	C
ITO	PAES	ND	EP	C
ITO	SMPSO	EP	EP	C
ITO	SPEA2	ND	EP	C
ITO	CellDE	GD	GD	GS
ITO	MOCell	ND	GD	GS
ITO	NSGA-II	ND	GD	GS
ITO	PAES	ND	GD	GS
ITO	SMPSO	GS	GD	GS
ITO	SPEA2	ND	GD	GS
ITO	CellDE	ND	GD	ED
ITO	MOCell	ND	GD	ED
ITO	NSGA-II	ED	GD	ED
ITO	PAES	ND	GD	ED
ITO	SMPSO	ND	GD	ED
ITO	SPEA2	ND	GD	ED
ITO	CellDE	GD	GD	PFS
ITO	MOCell	GD	GD	PFS
ITO	NSGA-II	ND	GD	PFS
ITO	PAES	PFS	GD	PFS
ITO	SMPSO	GD	GD	PFS
ITO	SPEA2	ND	GD	PFS
ITO	CellDE	GD	GD	C
ITO	MOCell	GD	GD	C
ITO	NSGA-II	ND	GD	C
ITO	PAES	ND	GD	C
ITO	SMPSO	GD	GD	C
ITO	SPEA2	ND	GD	C
ITO	CellDE	ED	GS	ED
ITO	MOCell	ND	GS	ED
ITO	NSGA-II	ED	GS	ED
ITO	PAES	ND	GS	ED
ITO	SMPSO	GS	GS	ED
ITO	SPEA2	ND	GS	ED
ITO	CellDE	ND	GS	PFS
ITO	MOCell	GS	GS	PFS
ITO	NSGA-II	ND	GS	PFS
ITO	PAES	PFS	GS	PFS
ITO	SMPSO	GS	GS	PFS
ITO	SPEA2	ND	GS	PFS
ITO	CellDE	GS	GS	C
ITO	MOCell	GS	GS	C
ITO	NSGA-II	ND	GS	C
ITO	PAES	ND	GS	C
ITO	SMPSO	GS	GS	C
ITO	SPEA2	ND	GS	C
ITO	CellDE	ED	ED	PFS
ITO	MOCell	ED	ED	PFS
ITO	NSGA-II	ED	ED	PFS
ITO	PAES	PFS	ED	PFS
ITO	SMPSO	ED	ED	PFS
ITO	SPEA2	ND	ED	PFS
ITO	CellDE	ED	ED	C
ITO	MOCell	ED	ED	C
ITO	NSGA-II	ED	ED	C
ITO	PAES	ND	ED	C
ITO	SMPSO	ED	ED	C
ITO	SPEA2	ND	ED	C
ITO	CellDE	PFS	PFS	C
ITO	MOCell	ND	PFS	C
ITO	NSGA-II	ND	PFS	C
ITO	PAES	PFS	PFS	C
ITO	SMPSO	ND	PFS	C
ITO	SPEA2	ND	PFS	C
UT1	CellDE	HV	HV	IGD
UT1	MOCell	HV	HV	IGD
UT1	NSGA-II	HV	HV	IGD
UT1	PAES	HV	HV	IGD
UT1	SMPSO	HV	HV	IGD
UT1	SPEA2	ND	HV	IGD
UT1	CellDE	HV	HV	EP
UT1	MOCell	HV	HV	EP
UT1	NSGA-II	HV	HV	EP
UT1	PAES	HV	HV	EP
UT1	SMPSO	HV	HV	EP
UT1	SPEA2	ND	HV	EP
UT1	CellDE	HV	HV	GD
UT1	MOCell	HV	HV	GD
UT1	NSGA-II	HV	HV	GD
UT1	PAES	HV	HV	GD
UT1	SMPSO	HV	HV	GD
UT1	SPEA2	ND	HV	GD
UT1	CellDE	HV	HV	GS
UT1	MOCell	HV	HV	GS
UT1	NSGA-II	HV	HV	GS
UT1	PAES	HV	HV	GS
UT1	SMPSO	HV	HV	GS
UT1	SPEA2	ND	HV	GS
UT1	CellDE	HV	HV	ED
UT1	MOCell	HV	HV	ED
UT1	NSGA-II	ED	HV	ED
UT1	PAES	ED	HV	ED
UT1	SMPSO	ED	HV	ED
UT1	SPEA2	ND	HV	ED
UT1	CellDE	HV	HV	PFS
UT1	MOCell	HV	HV	PFS
UT1	NSGA-II	PFS	HV	PFS
UT1	PAES	PFS	HV	PFS
UT1	SMPSO	HV	HV	PFS
UT1	SPEA2	PFS	HV	PFS
UT1	CellDE	HV	HV	C
UT1	MOCell	HV	HV	C
UT1	NSGA-II	HV	HV	C
UT1	PAES	HV	HV	C
UT1	SMPSO	HV	HV	C
UT1	SPEA2	ND	HV	C
UT1	CellDE	ND	IGD	EP
UT1	MOCell	ND	IGD	EP
UT1	NSGA-II	ND	IGD	EP
UT1	PAES	ND	IGD	EP
UT1	SMPSO	ND	IGD	EP
UT1	SPEA2	ND	IGD	EP
UT1	CellDE	ND	IGD	GD
UT1	MOCell	ND	IGD	GD
UT1	NSGA-II	ND	IGD	GD
UT1	PAES	ND	IGD	GD
UT1	SMPSO	ND	IGD	GD
UT1	SPEA2	ND	IGD	GD
UT1	CellDE	ND	IGD	GS
UT1	MOCell	ND	IGD	GS
UT1	NSGA-II	ND	IGD	GS
UT1	PAES	ND	IGD	GS
UT1	SMPSO	ND	IGD	GS
UT1	SPEA2	ND	IGD	GS
UT1	CellDE	ND	IGD	ED
UT1	MOCell	ND	IGD	ED
UT1	NSGA-II	ED	IGD	ED
UT1	PAES	ED	IGD	ED
UT1	SMPSO	ED	IGD	ED
UT1	SPEA2	ND	IGD	ED
UT1	CellDE	ND	IGD	PFS
UT1	MOCell	ND	IGD	PFS
UT1	NSGA-II	PFS	IGD	PFS
UT1	PAES	PFS	IGD	PFS
UT1	SMPSO	ND	IGD	PFS
UT1	SPEA2	PFS	IGD	PFS
UT1	CellDE	ND	IGD	C
UT1	MOCell	ND	IGD	C
UT1	NSGA-II	ND	IGD	C
UT1	PAES	ND	IGD	C
UT1	SMPSO	ND	IGD	C
UT1	SPEA2	ND	IGD	C
UT1	CellDE	ND	EP	GD
UT1	MOCell	ND	EP	GD
UT1	NSGA-II	ND	EP	GD
UT1	PAES	ND	EP	GD
UT1	SMPSO	ND	EP	GD
UT1	SPEA2	ND	EP	GD
UT1	CellDE	ND	EP	GS
UT1	MOCell	ND	EP	GS
UT1	NSGA-II	ND	EP	GS
UT1	PAES	ND	EP	GS
UT1	SMPSO	ND	EP	GS
UT1	SPEA2	ND	EP	GS
UT1	CellDE	ND	EP	ED
UT1	MOCell	ND	EP	ED
UT1	NSGA-II	ED	EP	ED
UT1	PAES	ED	EP	ED
UT1	SMPSO	ED	EP	ED
UT1	SPEA2	ND	EP	ED
UT1	CellDE	ND	EP	PFS
UT1	MOCell	ND	EP	PFS
UT1	NSGA-II	PFS	EP	PFS
UT1	PAES	PFS	EP	PFS
UT1	SMPSO	ND	EP	PFS
UT1	SPEA2	PFS	EP	PFS
UT1	CellDE	ND	EP	C
UT1	MOCell	ND	EP	C
UT1	NSGA-II	ND	EP	C
UT1	PAES	ND	EP	C
UT1	SMPSO	ND	EP	C
UT1	SPEA2	ND	EP	C
UT1	CellDE	ND	GD	GS
UT1	MOCell	ND	GD	GS
UT1	NSGA-II	ND	GD	GS
UT1	PAES	ND	GD	GS
UT1	SMPSO	ND	GD	GS
UT1	SPEA2	ND	GD	GS
UT1	CellDE	ND	GD	ED
UT1	MOCell	ND	GD	ED
UT1	NSGA-II	ED	GD	ED
UT1	PAES	ED	GD	ED
UT1	SMPSO	ED	GD	ED
UT1	SPEA2	ND	GD	ED
UT1	CellDE	ND	GD	PFS
UT1	MOCell	ND	GD	PFS
UT1	NSGA-II	PFS	GD	PFS
UT1	PAES	PFS	GD	PFS
UT1	SMPSO	ND	GD	PFS
UT1	SPEA2	PFS	GD	PFS
UT1	CellDE	ND	GD	C
UT1	MOCell	ND	GD	C
UT1	NSGA-II	ND	GD	C
UT1	PAES	ND	GD	C
UT1	SMPSO	ND	GD	C
UT1	SPEA2	ND	GD	C
UT1	CellDE	ND	GS	ED
UT1	MOCell	ND	GS	ED
UT1	NSGA-II	ED	GS	ED
UT1	PAES	ED	GS	ED
UT1	SMPSO	ED	GS	ED
UT1	SPEA2	ND	GS	ED
UT1	CellDE	ND	GS	PFS
UT1	MOCell	ND	GS	PFS
UT1	NSGA-II	PFS	GS	PFS
UT1	PAES	PFS	GS	PFS
UT1	SMPSO	ND	GS	PFS
UT1	SPEA2	PFS	GS	PFS
UT1	CellDE	ND	GS	C
UT1	MOCell	ND	GS	C
UT1	NSGA-II	ND	GS	C
UT1	PAES	ND	GS	C
UT1	SMPSO	ND	GS	C
UT1	SPEA2	ND	GS	C
UT1	CellDE	ND	ED	PFS
UT1	MOCell	ND	ED	PFS
UT1	NSGA-II	ND	ED	PFS
UT1	PAES	ED	ED	PFS
UT1	SMPSO	ED	ED	PFS
UT1	SPEA2	PFS	ED	PFS
UT1	CellDE	ND	ED	C
UT1	MOCell	ND	ED	C
UT1	NSGA-II	ED	ED	C
UT1	PAES	ED	ED	C
UT1	SMPSO	ED	ED	C
UT1	SPEA2	ND	ED	C
UT1	CellDE	ND	PFS	C
UT1	MOCell	ND	PFS	C
UT1	NSGA-II	PFS	PFS	C
UT1	PAES	PFS	PFS	C
UT1	SMPSO	ND	PFS	C
UT1	SPEA2	PFS	PFS	C
UT2	CellDE	ND	HV	IGD
UT2	MOCell	ND	HV	IGD
UT2	NSGA-II	ND	HV	IGD
UT2	PAES	ND	HV	IGD
UT2	SMPSO	ND	HV	IGD
UT2	SPEA2	ND	HV	IGD
UT2	CellDE	ND	HV	EP
UT2	MOCell	ND	HV	EP
UT2	NSGA-II	ND	HV	EP
UT2	PAES	ND	HV	EP
UT2	SMPSO	ND	HV	EP
UT2	SPEA2	ND	HV	EP
UT2	CellDE	ND	HV	GD
UT2	MOCell	ND	HV	GD
UT2	NSGA-II	ND	HV	GD
UT2	PAES	ND	HV	GD
UT2	SMPSO	ND	HV	GD
UT2	SPEA2	ND	HV	GD
UT2	CellDE	GS	HV	GS
UT2	MOCell	GS	HV	GS
UT2	NSGA-II	GS	HV	GS
UT2	PAES	GS	HV	GS
UT2	SMPSO	GS	HV	GS
UT2	SPEA2	ND	HV	GS
UT2	CellDE	ND	HV	ED
UT2	MOCell	ND	HV	ED
UT2	NSGA-II	ND	HV	ED
UT2	PAES	ND	HV	ED
UT2	SMPSO	ND	HV	ED
UT2	SPEA2	ND	HV	ED
UT2	CellDE	ND	HV	PFS
UT2	MOCell	ND	HV	PFS
UT2	NSGA-II	PFS	HV	PFS
UT2	PAES	PFS	HV	PFS
UT2	SMPSO	ND	HV	PFS
UT2	SPEA2	PFS	HV	PFS
UT2	CellDE	ND	HV	C
UT2	MOCell	ND	HV	C
UT2	NSGA-II	ND	HV	C
UT2	PAES	ND	HV	C
UT2	SMPSO	ND	HV	C
UT2	SPEA2	ND	HV	C
UT2	CellDE	ND	IGD	EP
UT2	MOCell	ND	IGD	EP
UT2	NSGA-II	ND	IGD	EP
UT2	PAES	ND	IGD	EP
UT2	SMPSO	ND	IGD	EP
UT2	SPEA2	ND	IGD	EP
UT2	CellDE	ND	IGD	GD
UT2	MOCell	ND	IGD	GD
UT2	NSGA-II	ND	IGD	GD
UT2	PAES	ND	IGD	GD
UT2	SMPSO	ND	IGD	GD
UT2	SPEA2	ND	IGD	GD
UT2	CellDE	GS	IGD	GS
UT2	MOCell	GS	IGD	GS
UT2	NSGA-II	GS	IGD	GS
UT2	PAES	GS	IGD	GS
UT2	SMPSO	GS	IGD	GS
UT2	SPEA2	ND	IGD	GS
UT2	CellDE	ND	IGD	ED
UT2	MOCell	ND	IGD	ED
UT2	NSGA-II	ND	IGD	ED
UT2	PAES	ND	IGD	ED
UT2	SMPSO	ND	IGD	ED
UT2	SPEA2	ND	IGD	ED
UT2	CellDE	ND	IGD	PFS
UT2	MOCell	ND	IGD	PFS
UT2	NSGA-II	PFS	IGD	PFS
UT2	PAES	PFS	IGD	PFS
UT2	SMPSO	ND	IGD	PFS
UT2	SPEA2	PFS	IGD	PFS
UT2	CellDE	ND	IGD	C
UT2	MOCell	ND	IGD	C
UT2	NSGA-II	ND	IGD	C
UT2	PAES	ND	IGD	C
UT2	SMPSO	ND	IGD	C
UT2	SPEA2	ND	IGD	C
UT2	CellDE	ND	EP	GD
UT2	MOCell	ND	EP	GD
UT2	NSGA-II	ND	EP	GD
UT2	PAES	ND	EP	GD
UT2	SMPSO	ND	EP	GD
UT2	SPEA2	ND	EP	GD
UT2	CellDE	GS	EP	GS
UT2	MOCell	GS	EP	GS
UT2	NSGA-II	GS	EP	GS
UT2	PAES	GS	EP	GS
UT2	SMPSO	GS	EP	GS
UT2	SPEA2	ND	EP	GS
UT2	CellDE	ND	EP	ED
UT2	MOCell	ND	EP	ED
UT2	NSGA-II	ND	EP	ED
UT2	PAES	ND	EP	ED
UT2	SMPSO	ND	EP	ED
UT2	SPEA2	ND	EP	ED
UT2	CellDE	ND	EP	PFS
UT2	MOCell	ND	EP	PFS
UT2	NSGA-II	PFS	EP	PFS
UT2	PAES	PFS	EP	PFS
UT2	SMPSO	ND	EP	PFS
UT2	SPEA2	PFS	EP	PFS
UT2	CellDE	ND	EP	C
UT2	MOCell	ND	EP	C
UT2	NSGA-II	ND	EP	C
UT2	PAES	ND	EP	C
UT2	SMPSO	ND	EP	C
UT2	SPEA2	ND	EP	C
UT2	CellDE	GS	GD	GS
UT2	MOCell	GS	GD	GS
UT2	NSGA-II	GS	GD	GS
UT2	PAES	GS	GD	GS
UT2	SMPSO	GS	GD	GS
UT2	SPEA2	ND	GD	GS
UT2	CellDE	ND	GD	ED
UT2	MOCell	ND	GD	ED
UT2	NSGA-II	ND	GD	ED
UT2	PAES	ND	GD	ED
UT2	SMPSO	ND	GD	ED
UT2	SPEA2	ND	GD	ED
UT2	CellDE	ND	GD	PFS
UT2	MOCell	ND	GD	PFS
UT2	NSGA-II	PFS	GD	PFS
UT2	PAES	PFS	GD	PFS
UT2	SMPSO	ND	GD	PFS
UT2	SPEA2	PFS	GD	PFS
UT2	CellDE	ND	GD	C
UT2	MOCell	ND	GD	C
UT2	NSGA-II	ND	GD	C
UT2	PAES	ND	GD	C
UT2	SMPSO	ND	GD	C
UT2	SPEA2	ND	GD	C
UT2	CellDE	GS	GS	ED
UT2	MOCell	GS	GS	ED
UT2	NSGA-II	GS	GS	ED
UT2	PAES	GS	GS	ED
UT2	SMPSO	GS	GS	ED
UT2	SPEA2	ND	GS	ED
UT2	CellDE	GS	GS	PFS
UT2	MOCell	GS	GS	PFS
UT2	NSGA-II	PFS	GS	PFS
UT2	PAES	PFS	GS	PFS
UT2	SMPSO	GS	GS	PFS
UT2	SPEA2	PFS	GS	PFS
UT2	CellDE	GS	GS	C
UT2	MOCell	GS	GS	C
UT2	NSGA-II	GS	GS	C
UT2	PAES	GS	GS	C
UT2	SMPSO	GS	GS	C
UT2	SPEA2	ND	GS	C
UT2	CellDE	ND	ED	PFS
UT2	MOCell	ND	ED	PFS
UT2	NSGA-II	PFS	ED	PFS
UT2	PAES	PFS	ED	PFS
UT2	SMPSO	ND	ED	PFS
UT2	SPEA2	PFS	ED	PFS
UT2	CellDE	ND	ED	C
UT2	MOCell	ND	ED	C
UT2	NSGA-II	ND	ED	C
UT2	PAES	ND	ED	C
UT2	SMPSO	ND	ED	C
UT2	SPEA2	ND	ED	C
UT2	CellDE	ND	PFS	C
UT2	MOCell	ND	PFS	C
UT2	NSGA-II	PFS	PFS	C
UT2	PAES	PFS	PFS	C
UT2	SMPSO	ND	PFS	C
UT2	SPEA2	PFS	PFS	C
UT3	CellDE	HV	HV	IGD
UT3	MOCell	HV	HV	IGD
UT3	NSGA-II	HV	HV	IGD
UT3	PAES	HV	HV	IGD
UT3	SMPSO	HV	HV	IGD
UT3	SPEA2	ND	HV	IGD
UT3	CellDE	HV	HV	EP
UT3	MOCell	HV	HV	EP
UT3	NSGA-II	HV	HV	EP
UT3	PAES	HV	HV	EP
UT3	SMPSO	HV	HV	EP
UT3	SPEA2	ND	HV	EP
UT3	CellDE	HV	HV	GD
UT3	MOCell	HV	HV	GD
UT3	NSGA-II	HV	HV	GD
UT3	PAES	HV	HV	GD
UT3	SMPSO	HV	HV	GD
UT3	SPEA2	ND	HV	GD
UT3	CellDE	HV	HV	GS
UT3	MOCell	HV	HV	GS
UT3	NSGA-II	HV	HV	GS
UT3	PAES	HV	HV	GS
UT3	SMPSO	HV	HV	GS
UT3	SPEA2	ND	HV	GS
UT3	CellDE	HV	HV	ED
UT3	MOCell	ED	HV	ED
UT3	NSGA-II	ED	HV	ED
UT3	PAES	ED	HV	ED
UT3	SMPSO	ED	HV	ED
UT3	SPEA2	ND	HV	ED
UT3	CellDE	HV	HV	PFS
UT3	MOCell	HV	HV	PFS
UT3	NSGA-II	PFS	HV	PFS
UT3	PAES	PFS	HV	PFS
UT3	SMPSO	PFS	HV	PFS
UT3	SPEA2	PFS	HV	PFS
UT3	CellDE	HV	HV	C
UT3	MOCell	HV	HV	C
UT3	NSGA-II	HV	HV	C
UT3	PAES	HV	HV	C
UT3	SMPSO	HV	HV	C
UT3	SPEA2	ND	HV	C
UT3	CellDE	ND	IGD	EP
UT3	MOCell	ND	IGD	EP
UT3	NSGA-II	ND	IGD	EP
UT3	PAES	ND	IGD	EP
UT3	SMPSO	ND	IGD	EP
UT3	SPEA2	ND	IGD	EP
UT3	CellDE	ND	IGD	GD
UT3	MOCell	ND	IGD	GD
UT3	NSGA-II	ND	IGD	GD
