Problem	QI	Algo	Alg1	Alg2
ITO	ED	NSGA-II	CellDE	NSGA-II
ITO	PFS	NSGA-II	CellDE	NSGA-II
ITO	C	NSGA-II	CellDE	NSGA-II
ITO	HV	CellDE	CellDE	PAES
ITO	IGD	CellDE	CellDE	PAES
ITO	EP	CellDE	CellDE	PAES
ITO	GD	CellDE	CellDE	PAES
ITO	GS	CellDE	CellDE	PAES
ITO	ED	CellDE	CellDE	PAES
ITO	PFS	PAES	CellDE	PAES
ITO	C	ND	CellDE	PAES
ITO	HV	ND	CellDE	SMPSO
ITO	IGD	SMPSO	CellDE	SMPSO
ITO	EP	SMPSO	CellDE	SMPSO
ITO	GD	ND	CellDE	SMPSO
ITO	GS	SMPSO	CellDE	SMPSO
ITO	ED	ND	CellDE	SMPSO
ITO	PFS	CellDE	CellDE	SMPSO
ITO	C	ND	CellDE	SMPSO
ITO	HV	SPEA2	CellDE	SPEA2
ITO	IGD	SPEA2	CellDE	SPEA2
ITO	EP	SPEA2	CellDE	SPEA2
ITO	GD	SPEA2	CellDE	SPEA2
ITO	GS	SPEA2	CellDE	SPEA2
ITO	ED	SPEA2	CellDE	SPEA2
ITO	PFS	SPEA2	CellDE	SPEA2
ITO	C	SPEA2	CellDE	SPEA2
ITO	HV	NSGA-II	MOCell	NSGA-II
ITO	IGD	NSGA-II	MOCell	NSGA-II
ITO	EP	NSGA-II	MOCell	NSGA-II
ITO	GD	NSGA-II	MOCell	NSGA-II
ITO	GS	NSGA-II	MOCell	NSGA-II
ITO	ED	NSGA-II	MOCell	NSGA-II
ITO	PFS	NSGA-II	MOCell	NSGA-II
ITO	C	NSGA-II	MOCell	NSGA-II
ITO	HV	MOCell	MOCell	PAES
ITO	IGD	MOCell	MOCell	PAES
ITO	EP	MOCell	MOCell	PAES
ITO	GD	MOCell	MOCell	PAES
ITO	GS	MOCell	MOCell	PAES
ITO	ED	MOCell	MOCell	PAES
ITO	PFS	PAES	MOCell	PAES
ITO	C	ND	MOCell	PAES
ITO	HV	SMPSO	MOCell	SMPSO
ITO	IGD	SMPSO	MOCell	SMPSO
ITO	EP	SMPSO	MOCell	SMPSO
ITO	GD	SMPSO	MOCell	SMPSO
ITO	GS	SMPSO	MOCell	SMPSO
ITO	ED	SMPSO	MOCell	SMPSO
ITO	PFS	ND	MOCell	SMPSO
ITO	C	ND	MOCell	SMPSO
ITO	HV	SPEA2	MOCell	SPEA2
ITO	IGD	SPEA2	MOCell	SPEA2
ITO	EP	SPEA2	MOCell	SPEA2
ITO	GD	SPEA2	MOCell	SPEA2
ITO	GS	SPEA2	MOCell	SPEA2
ITO	ED	SPEA2	MOCell	SPEA2
ITO	PFS	SPEA2	MOCell	SPEA2
ITO	C	SPEA2	MOCell	SPEA2
ITO	HV	NSGA-II	NSGA-II	PAES
ITO	IGD	NSGA-II	NSGA-II	PAES
ITO	EP	NSGA-II	NSGA-II	PAES
ITO	GD	NSGA-II	NSGA-II	PAES
ITO	GS	NSGA-II	NSGA-II	PAES
ITO	ED	NSGA-II	NSGA-II	PAES
ITO	PFS	NSGA-II	NSGA-II	PAES
ITO	C	NSGA-II	NSGA-II	PAES
ITO	HV	NSGA-II	NSGA-II	SMPSO
ITO	IGD	NSGA-II	NSGA-II	SMPSO
ITO	EP	NSGA-II	NSGA-II	SMPSO
ITO	GD	NSGA-II	NSGA-II	SMPSO
ITO	GS	NSGA-II	NSGA-II	SMPSO
ITO	ED	NSGA-II	NSGA-II	SMPSO
ITO	PFS	NSGA-II	NSGA-II	SMPSO
ITO	C	NSGA-II	NSGA-II	SMPSO
ITO	HV	ND	NSGA-II	SPEA2
ITO	IGD	ND	NSGA-II	SPEA2
ITO	EP	ND	NSGA-II	SPEA2
ITO	GD	ND	NSGA-II	SPEA2
ITO	GS	ND	NSGA-II	SPEA2
ITO	ED	NSGA-II	NSGA-II	SPEA2
ITO	PFS	ND	NSGA-II	SPEA2
ITO	C	ND	NSGA-II	SPEA2
ITO	HV	SMPSO	PAES	SMPSO
ITO	IGD	SMPSO	PAES	SMPSO
ITO	EP	SMPSO	PAES	SMPSO
ITO	GD	SMPSO	PAES	SMPSO
ITO	GS	SMPSO	PAES	SMPSO
ITO	ED	SMPSO	PAES	SMPSO
ITO	PFS	PAES	PAES	SMPSO
ITO	C	ND	PAES	SMPSO
ITO	HV	SPEA2	PAES	SPEA2
ITO	IGD	SPEA2	PAES	SPEA2
ITO	EP	SPEA2	PAES	SPEA2
ITO	GD	SPEA2	PAES	SPEA2
ITO	GS	SPEA2	PAES	SPEA2
ITO	ED	SPEA2	PAES	SPEA2
ITO	PFS	SPEA2	PAES	SPEA2
ITO	C	SPEA2	PAES	SPEA2
ITO	HV	SPEA2	SMPSO	SPEA2
ITO	IGD	SPEA2	SMPSO	SPEA2
ITO	EP	SPEA2	SMPSO	SPEA2
ITO	GD	SPEA2	SMPSO	SPEA2
ITO	GS	SPEA2	SMPSO	SPEA2
ITO	ED	SPEA2	SMPSO	SPEA2
ITO	PFS	SPEA2	SMPSO	SPEA2
ITO	C	SPEA2	SMPSO	SPEA2
UT1	HV	ND	CellDE	MOCell
UT1	IGD	ND	CellDE	MOCell
UT1	EP	ND	CellDE	MOCell
UT1	GD	ND	CellDE	MOCell
UT1	GS	ND	CellDE	MOCell
UT1	ED	ND	CellDE	MOCell
UT1	PFS	ND	CellDE	MOCell
UT1	C	ND	CellDE	MOCell
UT1	HV	ND	CellDE	NSGA-II
UT1	IGD	ND	CellDE	NSGA-II
UT1	EP	ND	CellDE	NSGA-II
UT1	GD	ND	CellDE	NSGA-II
UT1	GS	ND	CellDE	NSGA-II
UT1	ED	NSGA-II	CellDE	NSGA-II
UT1	PFS	NSGA-II	CellDE	NSGA-II
UT1	C	ND	CellDE	NSGA-II
UT1	HV	ND	CellDE	PAES
UT1	IGD	ND	CellDE	PAES
UT1	EP	ND	CellDE	PAES
UT1	GD	ND	CellDE	PAES
UT1	GS	ND	CellDE	PAES
UT1	ED	PAES	CellDE	PAES
UT1	PFS	PAES	CellDE	PAES
UT1	C	ND	CellDE	PAES
UT1	HV	ND	CellDE	SMPSO
UT1	IGD	ND	CellDE	SMPSO
UT1	EP	ND	CellDE	SMPSO
UT1	GD	ND	CellDE	SMPSO
UT1	GS	ND	CellDE	SMPSO
UT1	ED	ND	CellDE	SMPSO
UT1	PFS	ND	CellDE	SMPSO
UT1	C	ND	CellDE	SMPSO
UT1	HV	ND	CellDE	SPEA2
UT1	IGD	ND	CellDE	SPEA2
UT1	EP	SPEA2	CellDE	SPEA2
UT1	GD	ND	CellDE	SPEA2
UT1	GS	ND	CellDE	SPEA2
UT1	ED	ND	CellDE	SPEA2
UT1	PFS	SPEA2	CellDE	SPEA2
UT1	C	ND	CellDE	SPEA2
UT1	HV	ND	MOCell	NSGA-II
UT1	IGD	ND	MOCell	NSGA-II
UT1	EP	ND	MOCell	NSGA-II
UT1	GD	ND	MOCell	NSGA-II
UT1	GS	ND	MOCell	NSGA-II
UT1	ED	NSGA-II	MOCell	NSGA-II
UT1	PFS	NSGA-II	MOCell	NSGA-II
UT1	C	ND	MOCell	NSGA-II
UT1	HV	ND	MOCell	PAES
UT1	IGD	ND	MOCell	PAES
UT1	EP	ND	MOCell	PAES
UT1	GD	ND	MOCell	PAES
UT1	GS	ND	MOCell	PAES
UT1	ED	PAES	MOCell	PAES
UT1	PFS	PAES	MOCell	PAES
UT1	C	ND	MOCell	PAES
UT1	HV	ND	MOCell	SMPSO
UT1	IGD	ND	MOCell	SMPSO
UT1	EP	ND	MOCell	SMPSO
UT1	GD	ND	MOCell	SMPSO
UT1	GS	ND	MOCell	SMPSO
UT1	ED	ND	MOCell	SMPSO
UT1	PFS	ND	MOCell	SMPSO
UT1	C	ND	MOCell	SMPSO
UT1	HV	ND	MOCell	SPEA2
UT1	IGD	ND	MOCell	SPEA2
UT1	EP	SPEA2	MOCell	SPEA2
UT1	GD	ND	MOCell	SPEA2
UT1	GS	ND	MOCell	SPEA2
UT1	ED	ND	MOCell	SPEA2
UT1	PFS	SPEA2	MOCell	SPEA2
UT1	C	ND	MOCell	SPEA2
UT1	HV	ND	NSGA-II	PAES
UT1	IGD	ND	NSGA-II	PAES
UT1	EP	ND	NSGA-II	PAES
UT1	GD	ND	NSGA-II	PAES
UT1	GS	ND	NSGA-II	PAES
UT1	ED	PAES	NSGA-II	PAES
UT1	PFS	ND	NSGA-II	PAES
UT1	C	ND	NSGA-II	PAES
UT1	HV	ND	NSGA-II	SMPSO
UT1	IGD	ND	NSGA-II	SMPSO
UT1	EP	ND	NSGA-II	SMPSO
UT1	GD	ND	NSGA-II	SMPSO
UT1	GS	ND	NSGA-II	SMPSO
UT1	ED	NSGA-II	NSGA-II	SMPSO
UT1	PFS	NSGA-II	NSGA-II	SMPSO
UT1	C	ND	NSGA-II	SMPSO
UT1	HV	ND	NSGA-II	SPEA2
UT1	IGD	ND	NSGA-II	SPEA2
UT1	EP	SPEA2	NSGA-II	SPEA2
UT1	GD	ND	NSGA-II	SPEA2
UT1	GS	ND	NSGA-II	SPEA2
UT1	ED	NSGA-II	NSGA-II	SPEA2
UT1	PFS	ND	NSGA-II	SPEA2
UT1	C	ND	NSGA-II	SPEA2
UT1	HV	ND	PAES	SMPSO
UT1	IGD	ND	PAES	SMPSO
UT1	EP	ND	PAES	SMPSO
UT1	GD	ND	PAES	SMPSO
UT1	GS	ND	PAES	SMPSO
UT1	ED	PAES	PAES	SMPSO
UT1	PFS	PAES	PAES	SMPSO
UT1	C	ND	PAES	SMPSO
UT1	HV	ND	PAES	SPEA2
UT1	IGD	ND	PAES	SPEA2
UT1	EP	SPEA2	PAES	SPEA2
UT1	GD	ND	PAES	SPEA2
UT1	GS	ND	PAES	SPEA2
UT1	ED	PAES	PAES	SPEA2
UT1	PFS	ND	PAES	SPEA2
UT1	C	ND	PAES	SPEA2
UT1	HV	ND	SMPSO	SPEA2
UT1	IGD	ND	SMPSO	SPEA2
UT1	EP	SPEA2	SMPSO	SPEA2
UT1	GD	ND	SMPSO	SPEA2
UT1	GS	ND	SMPSO	SPEA2
UT1	ED	ND	SMPSO	SPEA2
UT1	PFS	SPEA2	SMPSO	SPEA2
UT1	C	ND	SMPSO	SPEA2
UT2	HV	ND	CellDE	MOCell
UT2	IGD	ND	CellDE	MOCell
UT2	EP	ND	CellDE	MOCell
UT2	GD	ND	CellDE	MOCell
UT2	GS	ND	CellDE	MOCell
UT2	ED	ND	CellDE	MOCell
UT2	PFS	ND	CellDE	MOCell
UT2	C	ND	CellDE	MOCell
UT2	HV	ND	CellDE	NSGA-II
UT2	IGD	ND	CellDE	NSGA-II
UT2	EP	ND	CellDE	NSGA-II
UT2	GD	ND	CellDE	NSGA-II
UT2	GS	NSGA-II	CellDE	NSGA-II
UT2	ED	ND	CellDE	NSGA-II
UT2	PFS	NSGA-II	CellDE	NSGA-II
UT2	C	ND	CellDE	NSGA-II
UT2	HV	ND	CellDE	PAES
UT2	IGD	ND	CellDE	PAES
UT2	EP	ND	CellDE	PAES
UT2	GD	ND	CellDE	PAES
UT2	GS	ND	CellDE	PAES
UT2	ED	ND	CellDE	PAES
UT2	PFS	PAES	CellDE	PAES
UT2	C	ND	CellDE	PAES
UT2	HV	ND	CellDE	SMPSO
UT2	IGD	ND	CellDE	SMPSO
UT2	EP	ND	CellDE	SMPSO
UT2	GD	ND	CellDE	SMPSO
UT2	GS	ND	CellDE	SMPSO
UT2	ED	ND	CellDE	SMPSO
UT2	PFS	ND	CellDE	SMPSO
UT2	C	ND	CellDE	SMPSO
UT2	HV	ND	CellDE	SPEA2
UT2	IGD	ND	CellDE	SPEA2
UT2	EP	ND	CellDE	SPEA2
UT2	GD	ND	CellDE	SPEA2
UT2	GS	CellDE	CellDE	SPEA2
UT2	ED	ND	CellDE	SPEA2
UT2	PFS	SPEA2	CellDE	SPEA2
UT2	C	ND	CellDE	SPEA2
UT2	HV	ND	MOCell	NSGA-II
UT2	IGD	ND	MOCell	NSGA-II
UT2	EP	ND	MOCell	NSGA-II
UT2	GD	ND	MOCell	NSGA-II
UT2	GS	NSGA-II	MOCell	NSGA-II
UT2	ED	ND	MOCell	NSGA-II
UT2	PFS	NSGA-II	MOCell	NSGA-II
UT2	C	ND	MOCell	NSGA-II
UT2	HV	ND	MOCell	PAES
UT2	IGD	ND	MOCell	PAES
UT2	EP	ND	MOCell	PAES
UT2	GD	ND	MOCell	PAES
UT2	GS	ND	MOCell	PAES
UT2	ED	ND	MOCell	PAES
UT2	PFS	PAES	MOCell	PAES
UT2	C	ND	MOCell	PAES
UT2	HV	ND	MOCell	SMPSO
UT2	IGD	ND	MOCell	SMPSO
UT2	EP	ND	MOCell	SMPSO
UT2	GD	ND	MOCell	SMPSO
UT2	GS	ND	MOCell	SMPSO
UT2	ED	ND	MOCell	SMPSO
UT2	PFS	ND	MOCell	SMPSO
UT2	C	ND	MOCell	SMPSO
UT2	HV	ND	MOCell	SPEA2
UT2	IGD	ND	MOCell	SPEA2
UT2	EP	ND	MOCell	SPEA2
UT2	GD	ND	MOCell	SPEA2
UT2	GS	MOCell	MOCell	SPEA2
UT2	ED	ND	MOCell	SPEA2
UT2	PFS	SPEA2	MOCell	SPEA2
UT2	C	ND	MOCell	SPEA2
UT2	HV	ND	NSGA-II	PAES
UT2	IGD	ND	NSGA-II	PAES
UT2	EP	ND	NSGA-II	PAES
UT2	GD	ND	NSGA-II	PAES
UT2	GS	NSGA-II	NSGA-II	PAES
UT2	ED	ND	NSGA-II	PAES
UT2	PFS	ND	NSGA-II	PAES
UT2	C	ND	NSGA-II	PAES
UT2	HV	ND	NSGA-II	SMPSO
UT2	IGD	ND	NSGA-II	SMPSO
UT2	EP	ND	NSGA-II	SMPSO
UT2	GD	ND	NSGA-II	SMPSO
UT2	GS	NSGA-II	NSGA-II	SMPSO
UT2	ED	ND	NSGA-II	SMPSO
UT2	PFS	NSGA-II	NSGA-II	SMPSO
UT2	C	ND	NSGA-II	SMPSO
UT2	HV	ND	NSGA-II	SPEA2
UT2	IGD	ND	NSGA-II	SPEA2
UT2	EP	ND	NSGA-II	SPEA2
UT2	GD	ND	NSGA-II	SPEA2
UT2	GS	NSGA-II	NSGA-II	SPEA2
UT2	ED	ND	NSGA-II	SPEA2
UT2	PFS	ND	NSGA-II	SPEA2
UT2	C	ND	NSGA-II	SPEA2
UT2	HV	ND	PAES	SMPSO
UT2	IGD	ND	PAES	SMPSO
UT2	EP	ND	PAES	SMPSO
UT2	GD	ND	PAES	SMPSO
UT2	GS	ND	PAES	SMPSO
UT2	ED	ND	PAES	SMPSO
UT2	PFS	PAES	PAES	SMPSO
UT2	C	ND	PAES	SMPSO
UT2	HV	ND	PAES	SPEA2
UT2	IGD	ND	PAES	SPEA2
UT2	EP	ND	PAES	SPEA2
UT2	GD	ND	PAES	SPEA2
UT2	GS	PAES	PAES	SPEA2
UT2	ED	ND	PAES	SPEA2
UT2	PFS	ND	PAES	SPEA2
UT2	C	ND	PAES	SPEA2
UT2	HV	ND	SMPSO	SPEA2
UT2	IGD	ND	SMPSO	SPEA2
UT2	EP	ND	SMPSO	SPEA2
UT2	GD	ND	SMPSO	SPEA2
UT2	GS	SMPSO	SMPSO	SPEA2
UT2	ED	ND	SMPSO	SPEA2
UT2	PFS	SPEA2	SMPSO	SPEA2
UT2	C	ND	SMPSO	SPEA2
UT3	HV	ND	CellDE	MOCell
UT3	IGD	ND	CellDE	MOCell
UT3	EP	ND	CellDE	MOCell
UT3	GD	ND	CellDE	MOCell
UT3	GS	ND	CellDE	MOCell
UT3	ED	ND	CellDE	MOCell
UT3	PFS	ND	CellDE	MOCell
UT3	C	ND	CellDE	MOCell
UT3	HV	ND	CellDE	NSGA-II
UT3	IGD	ND	CellDE	NSGA-II
UT3	EP	ND	CellDE	NSGA-II
UT3	GD	ND	CellDE	NSGA-II
UT3	GS	ND	CellDE	NSGA-II
UT3	ED	NSGA-II	CellDE	NSGA-II
UT3	PFS	NSGA-II	CellDE	NSGA-II
UT3	C	ND	CellDE	NSGA-II
UT3	HV	ND	CellDE	PAES
UT3	IGD	ND	CellDE	PAES
UT3	EP	ND	CellDE	PAES
UT3	GD	ND	CellDE	PAES
UT3	GS	ND	CellDE	PAES
UT3	ED	PAES	CellDE	PAES
UT3	PFS	PAES	CellDE	PAES
UT3	C	ND	CellDE	PAES
UT3	HV	ND	CellDE	SMPSO
UT3	IGD	ND	CellDE	SMPSO
UT3	EP	ND	CellDE	SMPSO
UT3	GD	ND	CellDE	SMPSO
UT3	GS	ND	CellDE	SMPSO
UT3	ED	ND	CellDE	SMPSO
UT3	PFS	SMPSO	CellDE	SMPSO
UT3	C	ND	CellDE	SMPSO
UT3	HV	ND	CellDE	SPEA2
UT3	IGD	ND	CellDE	SPEA2
UT3	EP	SPEA2	CellDE	SPEA2
UT3	GD	ND	CellDE	SPEA2
UT3	GS	ND	CellDE	SPEA2
UT3	ED	ND	CellDE	SPEA2
UT3	PFS	SPEA2	CellDE	SPEA2
UT3	C	ND	CellDE	SPEA2
UT3	HV	ND	MOCell	NSGA-II
UT3	IGD	ND	MOCell	NSGA-II
UT3	EP	ND	MOCell	NSGA-II
UT3	GD	ND	MOCell	NSGA-II
UT3	GS	ND	MOCell	NSGA-II
UT3	ED	NSGA-II	MOCell	NSGA-II
UT3	PFS	NSGA-II	MOCell	NSGA-II
UT3	C	ND	MOCell	NSGA-II
UT3	HV	ND	MOCell	PAES
UT3	IGD	ND	MOCell	PAES
UT3	EP	ND	MOCell	PAES
UT3	GD	ND	MOCell	PAES
UT3	GS	ND	MOCell	PAES
UT3	ED	PAES	MOCell	PAES
UT3	PFS	PAES	MOCell	PAES
UT3	C	ND	MOCell	PAES
UT3	HV	ND	MOCell	SMPSO
UT3	IGD	ND	MOCell	SMPSO
UT3	EP	ND	MOCell	SMPSO
UT3	GD	ND	MOCell	SMPSO
UT3	GS	ND	MOCell	SMPSO
UT3	ED	ND	MOCell	SMPSO
UT3	PFS	SMPSO	MOCell	SMPSO
UT3	C	ND	MOCell	SMPSO
UT3	HV	ND	MOCell	SPEA2
UT3	IGD	ND	MOCell	SPEA2
UT3	EP	SPEA2	MOCell	SPEA2
UT3	GD	ND	MOCell	SPEA2
UT3	GS	ND	MOCell	SPEA2
UT3	ED	ND	MOCell	SPEA2
UT3	PFS	SPEA2	MOCell	SPEA2
UT3	C	ND	MOCell	SPEA2
UT3	HV	ND	NSGA-II	PAES
UT3	IGD	ND	NSGA-II	PAES
UT3	EP	ND	NSGA-II	PAES
UT3	GD	ND	NSGA-II	PAES
UT3	GS	ND	NSGA-II	PAES
UT3	ED	PAES	NSGA-II	PAES
UT3	PFS	ND	NSGA-II	PAES
UT3	C	ND	NSGA-II	PAES
UT3	HV	ND	NSGA-II	SMPSO
UT3	IGD	ND	NSGA-II	SMPSO
UT3	EP	ND	NSGA-II	SMPSO
UT3	GD	ND	NSGA-II	SMPSO
UT3	GS	ND	NSGA-II	SMPSO
UT3	ED	NSGA-II	NSGA-II	SMPSO
UT3	PFS	NSGA-II	NSGA-II	SMPSO
UT3	C	ND	NSGA-II	SMPSO
UT3	HV	ND	NSGA-II	SPEA2
UT3	IGD	ND	NSGA-II	SPEA2
UT3	EP	SPEA2	NSGA-II	SPEA2
UT3	GD	ND	NSGA-II	SPEA2
UT3	GS	ND	NSGA-II	SPEA2
UT3	ED	NSGA-II	NSGA-II	SPEA2
UT3	PFS	ND	NSGA-II	SPEA2
UT3	C	ND	NSGA-II	SPEA2
UT3	HV	ND	PAES	SMPSO
UT3	IGD	ND	PAES	SMPSO
UT3	EP	ND	PAES	SMPSO
UT3	GD	ND	PAES	SMPSO
UT3	GS	ND	PAES	SMPSO
UT3	ED	PAES	PAES	SMPSO
UT3	PFS	PAES	PAES	SMPSO
UT3	C	ND	PAES	SMPSO
UT3	HV	ND	PAES	SPEA2
UT3	IGD	ND	PAES	SPEA2
UT3	EP	SPEA2	PAES	SPEA2
UT3	GD	ND	PAES	SPEA2
UT3	GS	ND	PAES	SPEA2
UT3	ED	PAES	PAES	SPEA2
UT3	PFS	ND	PAES	SPEA2
UT3	C	ND	PAES	SPEA2
UT3	HV	ND	SMPSO	SPEA2
UT3	IGD	ND	SMPSO	SPEA2
UT3	EP	SPEA2	SMPSO	SPEA2
UT3	GD	ND	SMPSO	SPEA2
UT3	GS	ND	SMPSO	SPEA2
UT3	ED	ND	SMPSO	SPEA2
UT3	PFS	SPEA2	SMPSO	SPEA2
UT3	C	ND	SMPSO	SPEA2
UT4	HV	ND	CellDE	MOCell
UT4	IGD	ND	CellDE	MOCell
UT4	EP	ND	CellDE	MOCell
UT4	GD	ND	CellDE	MOCell
UT4	GS	ND	CellDE	MOCell
UT4	ED	ND	CellDE	MOCell
UT4	PFS	ND	CellDE	MOCell
UT4	C	ND	CellDE	MOCell
UT4	HV	ND	CellDE	NSGA-II
UT4	IGD	ND	CellDE	NSGA-II
UT4	EP	ND	CellDE	NSGA-II
UT4	GD	ND	CellDE	NSGA-II
UT4	GS	CellDE	CellDE	NSGA-II
UT4	ED	ND	CellDE	NSGA-II
UT4	PFS	NSGA-II	CellDE	NSGA-II
UT4	C	ND	CellDE	NSGA-II
UT4	HV	ND	CellDE	PAES
UT4	IGD	ND	CellDE	PAES
UT4	EP	ND	CellDE	PAES
UT4	GD	ND	CellDE	PAES
UT4	GS	CellDE	CellDE	PAES
UT4	ED	ND	CellDE	PAES
UT4	PFS	PAES	CellDE	PAES
UT4	C	ND	CellDE	PAES
UT4	HV	ND	CellDE	SMPSO
UT4	IGD	ND	CellDE	SMPSO
UT4	EP	ND	CellDE	SMPSO
UT4	GD	ND	CellDE	SMPSO
UT4	GS	ND	CellDE	SMPSO
UT4	ED	ND	CellDE	SMPSO
UT4	PFS	ND	CellDE	SMPSO
UT4	C	ND	CellDE	SMPSO
UT4	HV	ND	CellDE	SPEA2
UT4	IGD	ND	CellDE	SPEA2
UT4	EP	ND	CellDE	SPEA2
UT4	GD	ND	CellDE	SPEA2
UT4	GS	CellDE	CellDE	SPEA2
UT4	ED	ND	CellDE	SPEA2
UT4	PFS	SPEA2	CellDE	SPEA2
UT4	C	ND	CellDE	SPEA2
UT4	HV	ND	MOCell	NSGA-II
UT4	IGD	ND	MOCell	NSGA-II
UT4	EP	ND	MOCell	NSGA-II
UT4	GD	ND	MOCell	NSGA-II
UT4	GS	MOCell	MOCell	NSGA-II
UT4	ED	ND	MOCell	NSGA-II
UT4	PFS	NSGA-II	MOCell	NSGA-II
UT4	C	ND	MOCell	NSGA-II
UT4	HV	ND	MOCell	PAES
UT4	IGD	ND	MOCell	PAES
UT4	EP	ND	MOCell	PAES
UT4	GD	ND	MOCell	PAES
UT4	GS	MOCell	MOCell	PAES
UT4	ED	ND	MOCell	PAES
UT4	PFS	PAES	MOCell	PAES
UT4	C	ND	MOCell	PAES
UT4	HV	ND	MOCell	SMPSO
UT4	IGD	ND	MOCell	SMPSO
UT4	EP	ND	MOCell	SMPSO
UT4	GD	ND	MOCell	SMPSO
UT4	GS	ND	MOCell	SMPSO
UT4	ED	ND	MOCell	SMPSO
UT4	PFS	ND	MOCell	SMPSO
UT4	C	ND	MOCell	SMPSO
UT4	HV	ND	MOCell	SPEA2
UT4	IGD	ND	MOCell	SPEA2
UT4	EP	ND	MOCell	SPEA2
UT4	GD	ND	MOCell	SPEA2
UT4	GS	MOCell	MOCell	SPEA2
UT4	ED	ND	MOCell	SPEA2
UT4	PFS	SPEA2	MOCell	SPEA2
UT4	C	ND	MOCell	SPEA2
UT4	HV	ND	NSGA-II	PAES
UT4	IGD	ND	NSGA-II	PAES
UT4	EP	ND	NSGA-II	PAES
UT4	GD	ND	NSGA-II	PAES
UT4	GS	ND	NSGA-II	PAES
UT4	ED	ND	NSGA-II	PAES
UT4	PFS	ND	NSGA-II	PAES
UT4	C	ND	NSGA-II	PAES
UT4	HV	ND	NSGA-II	SMPSO
UT4	IGD	ND	NSGA-II	SMPSO
UT4	EP	ND	NSGA-II	SMPSO
UT4	GD	ND	NSGA-II	SMPSO
UT4	GS	SMPSO	NSGA-II	SMPSO
UT4	ED	ND	NSGA-II	SMPSO
UT4	PFS	NSGA-II	NSGA-II	SMPSO
UT4	C	ND	NSGA-II	SMPSO
UT4	HV	ND	NSGA-II	SPEA2
UT4	IGD	ND	NSGA-II	SPEA2
UT4	EP	ND	NSGA-II	SPEA2
UT4	GD	ND	NSGA-II	SPEA2
UT4	GS	NSGA-II	NSGA-II	SPEA2
UT4	ED	ND	NSGA-II	SPEA2
UT4	PFS	ND	NSGA-II	SPEA2
UT4	C	ND	NSGA-II	SPEA2
UT4	HV	ND	PAES	SMPSO
UT4	IGD	ND	PAES	SMPSO
UT4	EP	ND	PAES	SMPSO
UT4	GD	ND	PAES	SMPSO
UT4	GS	SMPSO	PAES	SMPSO
UT4	ED	ND	PAES	SMPSO
UT4	PFS	PAES	PAES	SMPSO
UT4	C	ND	PAES	SMPSO
UT4	HV	ND	PAES	SPEA2
UT4	IGD	ND	PAES	SPEA2
UT4	EP	ND	PAES	SPEA2
UT4	GD	ND	PAES	SPEA2
UT4	GS	PAES	PAES	SPEA2
UT4	ED	ND	PAES	SPEA2
UT4	PFS	ND	PAES	SPEA2
UT4	C	ND	PAES	SPEA2
UT4	HV	ND	SMPSO	SPEA2
UT4	IGD	ND	SMPSO	SPEA2
UT4	EP	ND	SMPSO	SPEA2
UT4	GD	ND	SMPSO	SPEA2
UT4	GS	SMPSO	SMPSO	SPEA2
UT4	ED	ND	SMPSO	SPEA2
UT4	PFS	SPEA2	SMPSO	SPEA2
UT4	C	ND	SMPSO	SPEA2
RALIC	HV	MOCell	MOCell	NSGA-II
RALIC	IGD	NSGA-II	MOCell	NSGA-II
RALIC	EP	MOCell	MOCell	NSGA-II
RALIC	GD	NSGA-II	MOCell	NSGA-II
RALIC	GS	NSGA-II	MOCell	NSGA-II
RALIC	ED	NSGA-II	MOCell	NSGA-II
RALIC	PFS	ND	MOCell	NSGA-II
RALIC	C	ND	MOCell	NSGA-II
RALIC	HV	MOCell	MOCell	PAES
RALIC	IGD	PAES	MOCell	PAES
RALIC	EP	PAES	MOCell	PAES
RALIC	GD	MOCell	MOCell	PAES
RALIC	GS	PAES	MOCell	PAES
RALIC	ED	ND	MOCell	PAES
RALIC	PFS	MOCell	MOCell	PAES
RALIC	C	ND	MOCell	PAES
RALIC	HV	MOCell	MOCell	SPEA2
RALIC	IGD	SPEA2	MOCell	SPEA2
RALIC	EP	SPEA2	MOCell	SPEA2
RALIC	GD	SPEA2	MOCell	SPEA2
RALIC	GS	MOCell	MOCell	SPEA2
RALIC	ED	SPEA2	MOCell	SPEA2
RALIC	PFS	ND	MOCell	SPEA2
RALIC	C	ND	MOCell	SPEA2
RALIC	HV	PAES	NSGA-II	PAES
RALIC	IGD	PAES	NSGA-II	PAES
RALIC	EP	PAES	NSGA-II	PAES
RALIC	GD	NSGA-II	NSGA-II	PAES
RALIC	GS	PAES	NSGA-II	PAES
RALIC	ED	NSGA-II	NSGA-II	PAES
RALIC	PFS	NSGA-II	NSGA-II	PAES
RALIC	C	ND	NSGA-II	PAES
RALIC	HV	SPEA2	NSGA-II	SPEA2
RALIC	IGD	SPEA2	NSGA-II	SPEA2
RALIC	EP	SPEA2	NSGA-II	SPEA2
RALIC	GD	NSGA-II	NSGA-II	SPEA2
RALIC	GS	NSGA-II	NSGA-II	SPEA2
RALIC	ED	NSGA-II	NSGA-II	SPEA2
RALIC	PFS	ND	NSGA-II	SPEA2
RALIC	C	ND	NSGA-II	SPEA2
RALIC	HV	PAES	PAES	SPEA2
RALIC	IGD	PAES	PAES	SPEA2
RALIC	EP	ND	PAES	SPEA2
RALIC	GD	SPEA2	PAES	SPEA2
